work_group,expected_source,status,in_primary,in_secondary,in_combined,expected_documents,combined_documents,expected_doc_ids,combined_doc_ids
Iorga__PeCoasteleItaliei,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_PeCoasteleItaliei.txt,Iorga_PeCoasteleItaliei.txt
Iorga__PeDunareGalati,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_PeDunareGalati.txt,Iorga_PeDunareGalati.txt
Iorga__PeOceanulSingur,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_PeOceanulSingur.txt,Iorga_PeOceanulSingur.txt
Iorga__PeValeaJiuluiSpreHotar,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_PeValeaJiuluiSpreHotar.txt,Iorga_PeValeaJiuluiSpreHotar.txt
Iorga__PentruBasarabia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_PentruBasarabia.txt,Iorga_PentruBasarabia.txt
Iorga__Petrauti,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Petrauti.txt,Iorga_Petrauti.txt
Iorga__Ploiesti,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Ploiesti.txt,Iorga_Ploiesti.txt
Iorga__Pobrata,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Pobrata.txt,Iorga_Pobrata.txt
Iorga__PrimePreocupatiiPoliticeSiNationale,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_PrimePreocupatiiPoliticeSiNationale.txt,Iorga_PrimePreocupatiiPoliticeSiNationale.txt
Iorga__PrimePublicatii,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_PrimePublicatii.txt,Iorga_PrimePublicatii.txt
Iorga__PrimiiAniDeScoala,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_PrimiiAniDeScoala.txt,Iorga_PrimiiAniDeScoala.txt
Iorga__Putna,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Putna.txt,Iorga_Putna.txt
Iorga__Rasinari,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Rasinari.txt,Iorga_Rasinari.txt
Iorga__RazboiulRusoTurcDin18061812InDescriereaCalatorilorStraini,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_RazboiulRusoTurcDin18061812InDescriereaCalatorilorStraini.txt,Iorga_RazboiulRusoTurcDin18061812InDescriereaCalatorilorStraini.txt
Iorga__RedeschidereaParlamentului,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_RedeschidereaParlamentului.txt,Iorga_RedeschidereaParlamentului.txt
Iorga__RegeleSiRostulLui,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_RegeleSiRostulLui.txt,Iorga_RegeleSiRostulLui.txt
Iorga__RestaurareaPrimaCrizaDeGuvern,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_RestaurareaPrimaCrizaDeGuvern.txt,Iorga_RestaurareaPrimaCrizaDeGuvern.txt
Iorga__RimnicuSarat,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_RimnicuSarat.txt,Iorga_RimnicuSarat.txt
Iorga__Rodna,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Rodna.txt,Iorga_Rodna.txt
Iorga__Roman,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Roman.txt,Iorga_Roman.txt
Iorga__Romanati,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Romanati.txt,Iorga_Romanati.txt
Iorga__SacrificiulPinaLaDeschidereaNouluiParlament,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SacrificiulPinaLaDeschidereaNouluiParlament.txt,Iorga_SacrificiulPinaLaDeschidereaNouluiParlament.txt
Iorga__SanFrancisco,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SanFrancisco.txt,Iorga_SanFrancisco.txt
Iorga__Seful,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Seful.txt,Iorga_Seful.txt
Iorga__SesiuneaParlamentuluiDinIunie,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SesiuneaParlamentuluiDinIunie.txt,Iorga_SesiuneaParlamentuluiDinIunie.txt
Iorga__SfirsitDeVacanteIntreAlteIntrigiSiInsulte,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SfirsitDeVacanteIntreAlteIntrigiSiInsulte.txt,Iorga_SfirsitDeVacanteIntreAlteIntrigiSiInsulte.txt
Iorga__SfirsitulAgonieiDeRegim,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SfirsitulAgonieiDeRegim.txt,Iorga_SfirsitulAgonieiDeRegim.txt
Iorga__Sibiu,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Sibiu.txt,Iorga_Sibiu.txt
Iorga__Sighet,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Sighet.txt,Iorga_Sighet.txt
Iorga__Sighisoara,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Sighisoara.txt,Iorga_Sighisoara.txt
Iorga__Sinaia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Sinaia.txt,Iorga_Sinaia.txt
Iorga__Siret,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Siret.txt,Iorga_Siret.txt
Iorga__SituatiaFinanciara,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SituatiaFinanciara.txt,Iorga_SituatiaFinanciara.txt
Iorga__SpreAiNostri,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreAiNostri.txt,Iorga_SpreAiNostri.txt
Iorga__SpreBaiaMare,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreBaiaMare.txt,Iorga_SpreBaiaMare.txt
Iorga__SpreBotosani,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreBotosani.txt,Iorga_SpreBotosani.txt
Iorga__SpreBraila,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreBraila.txt,Iorga_SpreBraila.txt
Iorga__SpreCasinDeLaCasinLaAdjud,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreCasinDeLaCasinLaAdjud.txt,Iorga_SpreCasinDeLaCasinLaAdjud.txt
Iorga__SpreChicagoPrinFurnaleleVesnice,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreChicagoPrinFurnaleleVesnice.txt,Iorga_SpreChicagoPrinFurnaleleVesnice.txt
Iorga__SpreDeva,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreDeva.txt,Iorga_SpreDeva.txt
Iorga__SpreGiurgiu,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreGiurgiu.txt,Iorga_SpreGiurgiu.txt
Iorga__SpreHateg,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreHateg.txt,Iorga_SpreHateg.txt
Iorga__SpreHirlau,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreHirlau.txt,Iorga_SpreHirlau.txt
Iorga__SpreLotru,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreLotru.txt,Iorga_SpreLotru.txt
Iorga__SpreMaramures,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreMaramures.txt,Iorga_SpreMaramures.txt
Iorga__SpreOdobestiSiMiera,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreOdobestiSiMiera.txt,Iorga_SpreOdobestiSiMiera.txt
Iorga__SpreOradeaOradea,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreOradeaOradea.txt,Iorga_SpreOradeaOradea.txt
Iorga__SprePiatra,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SprePiatra.txt,Iorga_SprePiatra.txt
Iorga__SpreRadauti,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreRadauti.txt,Iorga_SpreRadauti.txt
Iorga__SpreRazboiulDeUnitateNationala,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreRazboiulDeUnitateNationala.txt,Iorga_SpreRazboiulDeUnitateNationala.txt
Iorga__SpreRimnic,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreRimnic.txt,Iorga_SpreRimnic.txt
Iorga__SpreSatuMareSatuMare,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreSatuMareSatuMare.txt,Iorga_SpreSatuMareSatuMare.txt
Iorga__SpreSibiu,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreSibiu.txt,Iorga_SpreSibiu.txt
Iorga__SpreSlanic,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreSlanic.txt,Iorga_SpreSlanic.txt
Iorga__SpreSuceavaSuceava,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreSuceavaSuceava.txt,Iorga_SpreSuceavaSuceava.txt
Iorga__SpreSulina,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreSulina.txt,Iorga_SpreSulina.txt
Iorga__SpreTirguFrumos,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreTirguFrumos.txt,Iorga_SpreTirguFrumos.txt
Iorga__SpreTirguJiuTismana,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreTirguJiuTismana.txt,Iorga_SpreTirguJiuTismana.txt
Iorga__SpreTulcea,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreTulcea.txt,Iorga_SpreTulcea.txt
Iorga__SpreTurnuMagurele,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreTurnuMagurele.txt,Iorga_SpreTurnuMagurele.txt
Iorga__SpreWashington,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SpreWashington.txt,Iorga_SpreWashington.txt
Iorga__StefanCelMareInLiteraturaPoporuluiPomenireaLuiInTimpurileDinUrma,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_StefanCelMareInLiteraturaPoporuluiPomenireaLuiInTimpurileDinUrma.txt,Iorga_StefanCelMareInLiteraturaPoporuluiPomenireaLuiInTimpurileDinUrma.txt
Iorga__StefanCelMareLaCronicari,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_StefanCelMareLaCronicari.txt,Iorga_StefanCelMareLaCronicari.txt
Iorga__StefanCelMareSiScoalaLiteraraNoua,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_StefanCelMareSiScoalaLiteraraNoua.txt,Iorga_StefanCelMareSiScoalaLiteraraNoua.txt
Iorga__StrainiiLaNoiDupaAdeverireaCalatorilor,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_StrainiiLaNoiDupaAdeverireaCalatorilor.txt,Iorga_StrainiiLaNoiDupaAdeverireaCalatorilor.txt
Iorga__Straja,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Straja.txt,Iorga_Straja.txt
Iorga__Sucevita,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Sucevita.txt,Iorga_Sucevita.txt
Iorga__SufletulRomanescInBasarabiaDupaAnexare,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SufletulRomanescInBasarabiaDupaAnexare.txt,Iorga_SufletulRomanescInBasarabiaDupaAnexare.txt
Iorga__SuptPetruRaresInMoldova,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_SuptPetruRaresInMoldova.txt,Iorga_SuptPetruRaresInMoldova.txt
Iorga__TaraMoldoveiPanaLaStefanCelMare,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_TaraMoldoveiPanaLaStefanCelMare.txt,Iorga_TaraMoldoveiPanaLaStefanCelMare.txt
Iorga__TaraRomaneascaSuptNeagoeBasarab,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_TaraRomaneascaSuptNeagoeBasarab.txt,Iorga_TaraRomaneascaSuptNeagoeBasarab.txt
Iorga__Teleormanul,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Teleormanul.txt,Iorga_Teleormanul.txt
Iorga__TerileNoastreInADouaJumatateAVeaculuiAlXviLea,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_TerileNoastreInADouaJumatateAVeaculuiAlXviLea.txt,Iorga_TerileNoastreInADouaJumatateAVeaculuiAlXviLea.txt
Iorga__TerileNoastreSuptInfluentaTurceasca,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_TerileNoastreSuptInfluentaTurceasca.txt,Iorga_TerileNoastreSuptInfluentaTurceasca.txt
Iorga__TinutIndianMarileCan╠âoane,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_TinutIndianMarileCan╠âoane.txt,Iorga_TinutIndianMarileCan╠âoane.txt
Iorga__Tirgoviste,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Tirgoviste.txt,Iorga_Tirgoviste.txt
Iorga__TirguOcna,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_TirguOcna.txt,Iorga_TirguOcna.txt
Iorga__TreiAniDeStrainatate,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_TreiAniDeStrainatate.txt,Iorga_TreiAniDeStrainatate.txt
Iorga__TreiCalatoriFranceziLaNoi,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_TreiCalatoriFranceziLaNoi.txt,Iorga_TreiCalatoriFranceziLaNoi.txt
Iorga__Turda,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Turda.txt,Iorga_Turda.txt
Iorga__TurnuMagurele,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_TurnuMagurele.txt,Iorga_TurnuMagurele.txt
Iorga__TurnuSeverin,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_TurnuSeverin.txt,Iorga_TurnuSeverin.txt
Iorga__UltimeleConstatariBudgetareSiGestulDeOmOnestAlPlecarii,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UltimeleConstatariBudgetareSiGestulDeOmOnestAlPlecarii.txt,Iorga_UltimeleConstatariBudgetareSiGestulDeOmOnestAlPlecarii.txt
Iorga__UnArheologEnglezInBucurestiiLuiBrancoveanu,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UnArheologEnglezInBucurestiiLuiBrancoveanu.txt,Iorga_UnArheologEnglezInBucurestiiLuiBrancoveanu.txt
Iorga__UnBasarabeanMitropolitAlMoldovei,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UnBasarabeanMitropolitAlMoldovei.txt,Iorga_UnBasarabeanMitropolitAlMoldovei.txt
Iorga__UnCalatorItalianInainteDeMihaiViteazulBotero,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UnCalatorItalianInainteDeMihaiViteazulBotero.txt,Iorga_UnCalatorItalianInainteDeMihaiViteazulBotero.txt
Iorga__UnCalatorSirianInPrincipateLaJumatateaVeaculuiAlXviiLea,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UnCalatorSirianInPrincipateLaJumatateaVeaculuiAlXviiLea.txt,Iorga_UnCalatorSirianInPrincipateLaJumatateaVeaculuiAlXviiLea.txt
Iorga__UnCentenar,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UnCentenar.txt,Iorga_UnCentenar.txt
Iorga__UnIntermezzoDeRenastereApuseanaInMoldova,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UnIntermezzoDeRenastereApuseanaInMoldova.txt,Iorga_UnIntermezzoDeRenastereApuseanaInMoldova.txt
Iorga__UnLuptatorPentruDreptSimionMurafa,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UnLuptatorPentruDreptSimionMurafa.txt,Iorga_UnLuptatorPentruDreptSimionMurafa.txt
Iorga__UnMareBinefacatorAlCulturiiRomanestiVasileStroescu,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UnMareBinefacatorAlCulturiiRomanestiVasileStroescu.txt,Iorga_UnMareBinefacatorAlCulturiiRomanestiVasileStroescu.txt
Iorga__UnNaturalistGermanPrinBucovinaArdealSiMoldovaLaSfirsitulSecoluluiAlXviiiLea,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UnNaturalistGermanPrinBucovinaArdealSiMoldovaLaSfirsitulSecoluluiAlXviiiLea.txt,Iorga_UnNaturalistGermanPrinBucovinaArdealSiMoldovaLaSfirsitulSecoluluiAlXviiiLea.txt
Iorga__UnOmDinBasarabiaDonici,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UnOmDinBasarabiaDonici.txt,Iorga_UnOmDinBasarabiaDonici.txt
Iorga__UnPoetBasarabeanCStamati,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UnPoetBasarabeanCStamati.txt,Iorga_UnPoetBasarabeanCStamati.txt
Iorga__UnUltimMomentDeOptimism,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UnUltimMomentDeOptimism.txt,Iorga_UnUltimMomentDeOptimism.txt
Iorga__UnVechiBasarabeanZamfirArbore,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UnVechiBasarabeanZamfirArbore.txt,Iorga_UnVechiBasarabeanZamfirArbore.txt
Iorga__UniversitateaDeAcasa,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_UniversitateaDeAcasa.txt,Iorga_UniversitateaDeAcasa.txt
Iorga__Valcea,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Valcea.txt,Iorga_Valcea.txt
Iorga__Vaslui,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Vaslui.txt,Iorga_Vaslui.txt
Iorga__VestiDinBasarabia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_VestiDinBasarabia.txt,Iorga_VestiDinBasarabia.txt
Iorga__VizanteaSiSoveja,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_VizanteaSiSoveja.txt,Iorga_VizanteaSiSoveja.txt
Iorga__VizitaOfiterilorRomaniInRusia,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_VizitaOfiterilorRomaniInRusia.txt,Iorga_VizitaOfiterilorRomaniInRusia.txt
Iorga__Voronet,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Voronet.txt,Iorga_Voronet.txt
Iorga__VremuriPoliticeTulburi,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_VremuriPoliticeTulburi.txt,Iorga_VremuriPoliticeTulburi.txt
Iorga__Washington,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Washington.txt,Iorga_Washington.txt
Iorga__ZiareBasarabene,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ZiareBasarabene.txt,Iorga_ZiareBasarabene.txt
Ispirescu__AdvocatulGonitDinRai,ROST,ok,True,True,True,1,1,Ispirescu_AdvocatulGonitDinRai.txt,Ispirescu_AdvocatulGonitDinRai.txt
Ispirescu__AleodorImparat,ROST,ok,True,True,True,1,1,Ispirescu_AleodorImparat.txt,Ispirescu_AleodorImparat.txt
Ispirescu__BaiatulCelBubosSiGhigortul,ROST,ok,True,True,True,1,1,Ispirescu_BaiatulCelBubosSiGhigortul.txt,Ispirescu_BaiatulCelBubosSiGhigortul.txt
Ispirescu__BalaurulCelCuSapteCapete,ROST,ok,True,True,True,1,1,Ispirescu_BalaurulCelCuSapteCapete.txt,Ispirescu_BalaurulCelCuSapteCapete.txt
Ispirescu__BroascaTestoasaCeaFermecata,ROST,ok,True,True,True,1,1,Ispirescu_BroascaTestoasaCeaFermecata.txt,Ispirescu_BroascaTestoasaCeaFermecata.txt
Ispirescu__CeiTreiFratiImparati,ROST,ok,True,True,True,1,1,Ispirescu_CeiTreiFratiImparati.txt,Ispirescu_CeiTreiFratiImparati.txt
Ispirescu__CeleDouasprezeceFeteDeImparatSiPalatulCelFermecat,ROST,ok,True,True,True,1,1,Ispirescu_CeleDouasprezeceFeteDeImparatSiPalatulCelFermecat.txt,Ispirescu_CeleDouasprezeceFeteDeImparatSiPalatulCelFermecat.txt
Ispirescu__CeleTreiRodiiAurite,ROST,ok,True,True,True,1,1,Ispirescu_CeleTreiRodiiAurite.txt,Ispirescu_CeleTreiRodiiAurite.txt
Ispirescu__CiobanasulCelIstetSauTurloaieleBlendei,ROST,ok,True,True,True,1,1,Ispirescu_CiobanasulCelIstetSauTurloaieleBlendei.txt,Ispirescu_CiobanasulCelIstetSauTurloaieleBlendei.txt
Ispirescu__CopiiiVaduvuluiSiIepureleVulpeaLupulSiUrsul,ROST,ok,True,True,True,1,1,Ispirescu_CopiiiVaduvuluiSiIepureleVulpeaLupulSiUrsul.txt,Ispirescu_CopiiiVaduvuluiSiIepureleVulpeaLupulSiUrsul.txt
Ispirescu__CopilulCelIstet,ROST,ok,True,True,True,1,1,Ispirescu_CopilulCelIstet.txt,Ispirescu_CopilulCelIstet.txt
Ispirescu__CotosmanNazdravanu,ROST,ok,True,True,True,1,1,Ispirescu_CotosmanNazdravanu.txt,Ispirescu_CotosmanNazdravanu.txt
Ispirescu__FatFrumosCelRatacit,ROST,ok,True,True,True,1,1,Ispirescu_FatFrumosCelRatacit.txt,Ispirescu_FatFrumosCelRatacit.txt
Ispirescu__FatFrumosCuCarataDeSticla,ROST,ok,True,True,True,1,1,Ispirescu_FatFrumosCuCarataDeSticla.txt,Ispirescu_FatFrumosCuCarataDeSticla.txt
Ispirescu__FatFrumosCuParulDeAur,ROST,ok,True,True,True,1,1,Ispirescu_FatFrumosCuParulDeAur.txt,Ispirescu_FatFrumosCuParulDeAur.txt
Ispirescu__FataCuPiezeRele,ROST,ok,True,True,True,1,1,Ispirescu_FataCuPiezeRele.txt,Ispirescu_FataCuPiezeRele.txt
Ispirescu__FataDeImparatSiFiulVaduvei,ROST,ok,True,True,True,1,1,Ispirescu_FataDeImparatSiFiulVaduvei.txt,Ispirescu_FataDeImparatSiFiulVaduvei.txt
Ispirescu__FataMosuluiCeaCuminte,ROST,ok,True,True,True,1,1,Ispirescu_FataMosuluiCeaCuminte.txt,Ispirescu_FataMosuluiCeaCuminte.txt
Ispirescu__FataSaraculuiCeaIsteata,ROST,ok,True,True,True,1,1,Ispirescu_FataSaraculuiCeaIsteata.txt,Ispirescu_FataSaraculuiCeaIsteata.txt
Ispirescu__Gainareasa,ROST,ok,True,True,True,1,1,Ispirescu_Gainareasa.txt,Ispirescu_Gainareasa.txt
Ispirescu__GeorgeCelViteaz,ROST,ok,True,True,True,1,1,Ispirescu_GeorgeCelViteaz.txt,Ispirescu_GeorgeCelViteaz.txt
Ispirescu__Greuceanu,ROST,ok,True,True,True,1,1,Ispirescu_Greuceanu.txt,Ispirescu_Greuceanu.txt
Ispirescu__HotuImparat,ROST,ok,True,True,True,1,1,Ispirescu_HotuImparat.txt,Ispirescu_HotuImparat.txt
Ispirescu__IleanaSimziana,ROST,ok,True,True,True,1,1,Ispirescu_IleanaSimziana.txt,Ispirescu_IleanaSimziana.txt
Ispirescu__InsirTeMargaritari,ROST,ok,True,True,True,1,1,Ispirescu_InsirTeMargaritari.txt,Ispirescu_InsirTeMargaritari.txt
Ispirescu__LuceafarulDeZiuaSiLuceafarulDeNoapte,ROST,ok,True,True,True,1,1,Ispirescu_LuceafarulDeZiuaSiLuceafarulDeNoapte.txt,Ispirescu_LuceafarulDeZiuaSiLuceafarulDeNoapte.txt
Ispirescu__LupulCelNazdravanSiFatFrumos,ROST,ok,True,True,True,1,1,Ispirescu_LupulCelNazdravanSiFatFrumos.txt,Ispirescu_LupulCelNazdravanSiFatFrumos.txt
Ispirescu__NumaiCuViteleSeScoateSaraciaDinCasa,ROST,ok,True,True,True,1,1,Ispirescu_NumaiCuViteleSeScoateSaraciaDinCasa.txt,Ispirescu_NumaiCuViteleSeScoateSaraciaDinCasa.txt
Ispirescu__PasareaMaiastra,ROST,ok,True,True,True,1,1,Ispirescu_PasareaMaiastra.txt,Ispirescu_PasareaMaiastra.txt
Ispirescu__PorculCelFermecat,ROST,ok,True,True,True,1,1,Ispirescu_PorculCelFermecat.txt,Ispirescu_PorculCelFermecat.txt
Ispirescu__PovesteTaraneasca,ROST,ok,True,True,True,1,1,Ispirescu_PovesteTaraneasca.txt,Ispirescu_PovesteTaraneasca.txt
Ispirescu__PrasleaCelVoinicSiMereleDeAur,ROST,ok,True,True,True,1,1,Ispirescu_PrasleaCelVoinicSiMereleDeAur.txt,Ispirescu_PrasleaCelVoinicSiMereleDeAur.txt
Ispirescu__SareaInBucate,ROST,ok,True,True,True,1,1,Ispirescu_SareaInBucate.txt,Ispirescu_SareaInBucate.txt
Ispirescu__TapulSiSarpele,ROST,ok,True,True,True,1,1,Ispirescu_TapulSiSarpele.txt,Ispirescu_TapulSiSarpele.txt
Ispirescu__TinereteFaraBatraneteSiViataFaraDeMoarte,ROST,ok,True,True,True,1,1,Ispirescu_TinereteFaraBatraneteSiViataFaraDeMoarte.txt,Ispirescu_TinereteFaraBatraneteSiViataFaraDeMoarte.txt
Ispirescu__TuguleaFiulUnchiasuluiSiAlMatusei,ROST,ok,True,True,True,1,1,Ispirescu_TuguleaFiulUnchiasuluiSiAlMatusei.txt,Ispirescu_TuguleaFiulUnchiasuluiSiAlMatusei.txt
Ispirescu__VoiniculCelCuCarteaInManaNascut,ROST,ok,True,True,True,1,1,Ispirescu_VoiniculCelCuCarteaInManaNascut.txt,Ispirescu_VoiniculCelCuCarteaInManaNascut.txt
Ispirescu__VoiniculCelFaraDeTata,ROST,ok,True,True,True,1,1,Ispirescu_VoiniculCelFaraDeTata.txt,Ispirescu_VoiniculCelFaraDeTata.txt
Ispirescu__ZanaMuntilor,ROST,ok,True,True,True,1,1,Ispirescu_ZanaMuntilor.txt,Ispirescu_ZanaMuntilor.txt
Ispirescu__ZanaZanelor,ROST,ok,True,True,True,1,1,Ispirescu_ZanaZanelor.txt,Ispirescu_ZanaZanelor.txt
Istrati__Bakar,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_Bakar.txt,Istrati_Bakar.txt
Istrati__BiroulDePlasare,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_BiroulDePlasare.txt,Istrati_BiroulDePlasare.txt
Istrati__CasaThu╠êringer,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_CasaThu╠êringer.txt,Istrati_CasaThu╠êringer.txt
Istrati__ChiraChiralina,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_ChiraChiralina.txt,Istrati_ChiraChiralina.txt
Istrati__CiuliniiBaraganului,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_CiuliniiBaraganului.txt,Istrati_CiuliniiBaraganului.txt
Istrati__Codin,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_Codin.txt,Istrati_Codin.txt
Istrati__FamiliaPerlmutter,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_FamiliaPerlmutter.txt,Istrati_FamiliaPerlmutter.txt
Istrati__HaiduciidomnitaDeSnagov,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_HaiduciidomnitaDeSnagov.txt,Istrati_HaiduciidomnitaDeSnagov.txt
Istrati__HaiduciiprezentareaHaiducilor,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_HaiduciiprezentareaHaiducilor.txt,Istrati_HaiduciiprezentareaHaiducilor.txt
Istrati__InLumeaMediteraneiapusDeSoare,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_InLumeaMediteraneiapusDeSoare.txt,Istrati_InLumeaMediteraneiapusDeSoare.txt
Istrati__InLumeaMediteraneirasaritDeSoare,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_InLumeaMediteraneirasaritDeSoare.txt,Istrati_InLumeaMediteraneirasaritDeSoare.txt
Istrati__IntreUnPrietenSiOTutungerie,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_IntreUnPrietenSiOTutungerie.txt,Istrati_IntreUnPrietenSiOTutungerie.txt
Istrati__Mihail,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_Mihail.txt,Istrati_Mihail.txt
Istrati__MosAnghel,ro-stories-AP-clean,ok,False,True,True,1,1,Istrati_MosAnghel.txt,Istrati_MosAnghel.txt
